key,Feature,Description,Gene Name,logFC,adj.P.Val
WT vs MT3,ENSG00000134590,"family with sequence similarity 127, member A",FAM127A,0.049,0.92
WT vs MT3,ENSG00000182154,mitochondrial ribosomal protein L41,MRPL41,-0.012,0.99
WT vs MT3,ENSG00000148832,polyamine oxidase (exo-N4-amino),PAOX,0.67,0.37
WT vs MT3,ENSG00000181450,zinc finger protein 678,ZNF678,-0.25,0.11
WT vs MT3,ENSG00000156671,sterile alpha motif domain containing 8,SAMD8,0.35,0.63
WT vs MT3,ENSG00000249898,"",CTD-2541M15.1,0.11,0.64
WT vs MT3,ENSG00000108830,Rho family GTPase 2,RND2,0.27,0.48
WT vs MT3,ENSG00000246898,long intergenic non-protein coding RNA 920,LINC00920,0.0015,1
WT vs MT3,ENSG00000169228,"RAB24, member RAS oncogene family",RAB24,-0.053,0.97
WT vs MT3,ENSG00000082516,gem (nuclear organelle) associated protein 5,GEMIN5,-0.099,0.91
WT vs MT3,ENSG00000176533,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,0.18,0.84
WT vs MT3,ENSG00000166965,RCC1 domain containing 1,RCCD1,-0.025,0.96
WT vs MT3,ENSG00000174718,KIAA1551,KIAA1551,-0.2,0.62
WT vs MT3,ENSG00000254206,"nuclear pore complex interacting protein family, member B11",NPIPB11,0.079,0.8
WT vs MT3,ENSG00000268047,"",AC018766.6,-0.087,0.68
WT vs MT3,ENSG00000198804,mitochondrially encoded cytochrome c oxidase I,MT-CO1,0.34,0.47
WT vs MT3,ENSG00000151465,cell division cycle 123,CDC123,-0.48,0.38
WT vs MT3,ENSG00000176974,serine hydroxymethyltransferase 1 (soluble),SHMT1,0.26,0.37
WT vs MT3,ENSG00000165480,spindle and kinetochore associated complex subunit 3,SKA3,0.08,0.87
WT vs MT3,ENSG00000137714,ferredoxin 1,FDX1,0.47,0.46
WT vs MT3,ENSG00000147138,G protein-coupled receptor 174,GPR174,0.44,0.51
WT vs MT3,ENSG00000185033,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",SEMA4B,0.0056,0.99
WT vs MT3,ENSG00000111348,Rho GDP dissociation inhibitor (GDI) beta,ARHGDIB,-0.081,0.62
WT vs MT3,ENSG00000090104,regulator of G-protein signaling 1,RGS1,0.47,0.6
WT vs MT3,ENSG00000109062,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1",SLC9A3R1,-0.018,0.98
WT vs MT3,ENSG00000182963,"gap junction protein, gamma 1, 45kDa",GJC1,0.36,0.6
WT vs MT3,ENSG00000187257,round spermatid basic protein 1-like,RSBN1L,-0.049,0.9
WT vs MT3,ENSG00000184304,protein kinase D1,PRKD1,-0.15,0.81
WT vs MT3,ENSG00000225721,"",RP11-269F19.2,0.2,0.3
WT vs MT3,ENSG00000104938,"C-type lectin domain family 4, member M",CLEC4M,-0.022,0.97
WT vs MT3,ENSG00000156650,K(lysine) acetyltransferase 6B,KAT6B,-0.28,0.098
WT vs MT3,ENSG00000232063,"",RP11-307E17.8,0.13,0.46
WT vs MT3,ENSG00000172752,"collagen, type VI, alpha 5",COL6A5,-0.059,0.95
WT vs MT3,ENSG00000152133,G patch domain containing 11,GPATCH11,-0.053,0.91
WT vs MT3,ENSG00000196652,zinc finger with KRAB and SCAN domains 5,ZKSCAN5,-0.025,0.96
WT vs MT3,ENSG00000112335,sorting nexin 3,SNX3,0.32,0.42
WT vs MT3,ENSG00000103187,coactosin-like 1 (Dictyostelium),COTL1,0.53,0.59
WT vs MT3,ENSG00000145216,factor interacting with PAPOLA and CPSF1,FIP1L1,-0.13,0.7
WT vs MT3,ENSG00000180992,mitochondrial ribosomal protein L14,MRPL14,0.23,0.59
WT vs MT3,ENSG00000143499,SET and MYND domain containing 2,SMYD2,0.1,0.84
WT vs MT3,ENSG00000026103,Fas cell surface death receptor,FAS,0.24,0.17
WT vs MT3,ENSG00000124783,"signal sequence receptor, alpha",SSR1,0.37,0.06
WT vs MT3,ENSG00000108406,DEAH (Asp-Glu-Ala-His) box polypeptide 40,DHX40,-0.43,0.78
WT vs MT3,ENSG00000173064,HECT domain containing E3 ubiquitin protein ligase 4,HECTD4,0.045,0.98
WT vs MT3,ENSG00000089048,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",ESF1,0.3,0.34
WT vs MT3,ENSG00000181045,"solute carrier family 26, member 11",SLC26A11,0.12,0.37
WT vs MT3,ENSG00000153721,CNKSR family member 3,CNKSR3,-0.047,0.92
WT vs MT3,ENSG00000125878,transcription factor 15 (basic helix-loop-helix),TCF15,0.08,0.7
WT vs MT3,ENSG00000100567,"proteasome (prosome, macropain) subunit, alpha type, 3",PSMA3,-0.021,0.99
WT vs MT3,ENSG00000104055,transglutaminase 5,TGM5,0.12,0.94
WT vs MT3,ENSG00000006062,mitogen-activated protein kinase kinase kinase 14,MAP3K14,-0.16,0.36
WT vs MT3,ENSG00000153046,"chromodomain protein, Y-like",CDYL,0.15,0.65
WT vs MT3,ENSG00000183530,proline rich 14-like,PRR14L,0.068,0.93
WT vs MT3,ENSG00000162302,"ribosomal protein S6 kinase, 90kDa, polypeptide 4",RPS6KA4,-0.085,0.96
WT vs MT3,ENSG00000254837,"",AP001372.2,-0.4,0.019
WT vs MT3,ENSG00000144045,DEAQ box RNA-dependent ATPase 1,DQX1,-0.056,0.96
WT vs MT3,ENSG00000235016,"",RP11-493K19.3,-0.03,0.97
WT vs MT3,ENSG00000162367,T-cell acute lymphocytic leukemia 1,TAL1,0.13,0.58
WT vs MT3,ENSG00000125885,minichromosome maintenance complex component 8,MCM8,-0.19,0.24
WT vs MT3,ENSG00000178177,ligand dependent nuclear receptor corepressor-like,LCORL,-0.19,0.76
WT vs MT3,ENSG00000163629,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",PTPN13,0.15,0.57
WT vs MT3,ENSG00000214194,Putative transmembrane protein LOC401397,AC073346.2,-0.042,0.96
WT vs MT3,ENSG00000101336,hemopoietic cell kinase,HCK,0.58,0.5
WT vs MT3,ENSG00000111665,cell division cycle associated 3,CDCA3,-0.19,0.19
WT vs MT3,ENSG00000139899,cerebellin 3 precursor,CBLN3,0.096,0.68
WT vs MT3,ENSG00000095787,WW domain containing adaptor with coiled-coil,WAC,-0.34,0.49
WT vs MT3,ENSG00000175213,zinc finger protein 408,ZNF408,0.017,0.98
WT vs MT3,ENSG00000125817,"centromere protein B, 80kDa",CENPB,0.071,0.94
WT vs MT3,ENSG00000204764,RAN binding protein 17,RANBP17,-0.4,0.34
WT vs MT3,ENSG00000127419,transmembrane protein 175,TMEM175,-0.19,0.8
WT vs MT3,ENSG00000229140,coiled-coil domain containing 26,CCDC26,0.077,0.82
WT vs MT3,ENSG00000109265,KIAA1211,KIAA1211,-0.048,0.88
WT vs MT3,ENSG00000137941,"tubulin tyrosine ligase-like family, member 7",TTLL7,0.093,0.58
WT vs MT3,ENSG00000162604,TM2 domain containing 1,TM2D1,-0.63,0.2
WT vs MT3,ENSG00000057663,autophagy related 5,ATG5,0.061,0.98
WT vs MT3,ENSG00000157240,frizzled family receptor 1,FZD1,0.29,0.08
WT vs MT3,ENSG00000262772,"",RP11-353N14.2,-0.066,0.94
WT vs MT3,ENSG00000116685,KIAA2013,KIAA2013,0.32,0.18
WT vs MT3,ENSG00000115306,"spectrin, beta, non-erythrocytic 1",SPTBN1,0.28,0.49
WT vs MT3,ENSG00000166501,"protein kinase C, beta",PRKCB,1.5,0.19
WT vs MT3,ENSG00000181704,"Yip1 domain family, member 6",YIPF6,-0.19,0.79
WT vs MT3,ENSG00000204839,maestro heat-like repeat family member 6,MROH6,-0.089,0.89
WT vs MT3,ENSG00000154874,coiled-coil domain containing 144B (pseudogene),CCDC144B,0.13,0.81
WT vs MT3,ENSG00000183955,SET domain containing (lysine methyltransferase) 8,SETD8,-0.084,0.79
WT vs MT3,ENSG00000143545,"RAB13, member RAS oncogene family",RAB13,-0.12,0.9
WT vs MT3,ENSG00000071894,"cleavage and polyadenylation specific factor 1, 160kDa",CPSF1,0.29,0.88
WT vs MT3,ENSG00000204790,COBW domain containing 6,CBWD6,0.23,0.24
WT vs MT3,ENSG00000129195,"family with sequence similarity 64, member A",FAM64A,0.2,0.9
WT vs MT3,ENSG00000174953,DEAH (Asp-Glu-Ala-His) box polypeptide 36,DHX36,0.61,0.22
WT vs MT3,ENSG00000076924,XPA binding protein 2,XAB2,0.14,0.7
WT vs MT3,ENSG00000147155,emopamil binding protein (sterol isomerase),EBP,0.097,0.83
WT vs MT3,ENSG00000255237,"",RP13-317D12.3,-0.2,0.36
WT vs MT3,ENSG00000039123,superkiller viralicidic activity 2-like 2 (S. cerevisiae),SKIV2L2,0.038,0.94
WT vs MT3,ENSG00000114062,ubiquitin protein ligase E3A,UBE3A,-0.053,0.95
WT vs MT3,ENSG00000260766,"",RP11-226L15.5,0.2,0.26
WT vs MT3,ENSG00000145604,"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase",SKP2,-0.037,0.95
WT vs MT3,ENSG00000173726,translocase of outer mitochondrial membrane 20 homolog (yeast),TOMM20,0.36,0.29
WT vs MT3,ENSG00000172113,NME/NM23 nucleoside diphosphate kinase 6,NME6,0.088,0.91
WT vs MT3,ENSG00000156218,ADAMTS-like 3,ADAMTSL3,0.15,0.88
WT vs MT3,ENSG00000198718,"family with sequence similarity 179, member B",FAM179B,0.0088,1
WT vs MT3,ENSG00000167642,"serine peptidase inhibitor, Kunitz type, 2",SPINT2,-0.19,0.95
WT vs MT3,ENSG00000136848,DAB2 interacting protein,DAB2IP,0.35,0.58
WT vs MT3,ENSG00000136717,bridging integrator 1,BIN1,-0.0094,0.98
WT vs MT3,ENSG00000256673,"",RP11-599J14.2,-0.034,0.93
WT vs MT3,ENSG00000171467,zinc finger protein 318,ZNF318,0.23,0.6
WT vs MT3,ENSG00000197146,"",AL133458.1,-0.2,0.76
WT vs MT3,ENSG00000182568,SATB homeobox 1,SATB1,0.9,0.0042
WT vs MT3,ENSG00000173517,"Homo sapiens NKF3 kinase family member (PEAK1), mRNA.",PEAK1,-1.1,0.42
WT vs MT3,ENSG00000111664,"guanine nucleotide binding protein (G protein), beta polypeptide 3",GNB3,-0.014,0.98
WT vs MT3,ENSG00000115282,tetratricopeptide repeat domain 31,TTC31,-0.16,0.92
WT vs MT3,ENSG00000004455,adenylate kinase 2,AK2,-0.3,0.28
WT vs MT3,ENSG00000077097,topoisomerase (DNA) II beta 180kDa,TOP2B,0.17,0.78
WT vs MT3,ENSG00000091009,RNA binding motif protein 27,RBM27,0.59,0.14
WT vs MT3,ENSG00000196793,zinc finger protein 239,ZNF239,-0.21,0.75
WT vs MT3,ENSG00000168275,cytochrome c oxidase assembly factor 6 homolog (S. cerevisiae),COA6,0.016,0.96
WT vs MT3,ENSG00000186638,kinesin family member 24,KIF24,-0.055,0.95
WT vs MT3,ENSG00000146828,"solute carrier family 12 (potassium/chloride transporters), member 9",SLC12A9,-0.19,0.78
WT vs MT3,ENSG00000117859,oxysterol binding protein-like 9,OSBPL9,0.075,0.8
WT vs MT3,ENSG00000122642,"FK506 binding protein 9, 63 kDa",FKBP9,-0.073,0.91
WT vs MT3,ENSG00000255318,"",RP11-655M14.13,-0.26,0.21
WT vs MT3,ENSG00000015676,NudC domain containing 3,NUDCD3,0.19,0.36
WT vs MT3,ENSG00000232934,"",RP11-324O2.3,0.24,0.51
WT vs MT3,ENSG00000243696,"musculoskeletal, embryonic nuclear protein 1",MUSTN1,-0.33,0.13
WT vs MT3,ENSG00000120333,mitochondrial ribosomal protein S14,MRPS14,-0.41,0.15
WT vs MT3,ENSG00000137198,guanosine monophosphate reductase,GMPR,-0.069,0.95
WT vs MT3,ENSG00000125966,matrix metallopeptidase 24 (membrane-inserted),MMP24,-0.43,0.59
WT vs MT3,ENSG00000168209,DNA-damage-inducible transcript 4,DDIT4,0.29,0.45
WT vs MT3,ENSG00000056277,zinc finger protein 280C,ZNF280C,-0.14,0.9
WT vs MT3,ENSG00000166405,resistance to inhibitors of cholinesterase 3 homolog (C. elegans),RIC3,-0.35,0.87
WT vs MT3,ENSG00000229320,keratin 8 pseudogene 12,KRT8P12,0.17,0.38
WT vs MT3,ENSG00000104660,leptin receptor overlapping transcript-like 1,LEPROTL1,-0.38,0.12
WT vs MT3,ENSG00000269148,"",AC092301.3,-0.19,0.47
WT vs MT3,ENSG00000114956,deoxyguanosine kinase,DGUOK,-0.0069,0.99
WT vs MT3,ENSG00000135378,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane),PRRG4,0.043,0.89
WT vs MT3,ENSG00000196378,zinc finger protein 34,ZNF34,0.061,0.9
WT vs MT3,ENSG00000260051,"",LA16c-390E6.4,-0.34,0.21
WT vs MT3,ENSG00000105705,SURP and G patch domain containing 1,SUGP1,0.62,0.31
WT vs MT3,ENSG00000105419,Meis homeobox 3,MEIS3,-0.3,0.74
WT vs MT3,ENSG00000154370,tripartite motif containing 11,TRIM11,0.091,0.93
WT vs MT3,ENSG00000244165,"purinergic receptor P2Y, G-protein coupled, 11",P2RY11,-0.013,0.98
WT vs MT3,ENSG00000189227,chromosome 15 open reading frame 61,C15orf61,-0.17,0.06
WT vs MT3,ENSG00000182199,serine hydroxymethyltransferase 2 (mitochondrial),SHMT2,0.41,0.69
WT vs MT3,ENSG00000130818,zinc finger protein 426,ZNF426,0.13,0.7
WT vs MT3,ENSG00000150527,"CTAGE family, member 5",CTAGE5,0.069,0.92
WT vs MT3,ENSG00000204934,ATP6V0E2 antisense RNA 1,ATP6V0E2-AS1,0.14,0.65
WT vs MT3,ENSG00000104899,anti-Mullerian hormone,AMH,-0.15,0.74
WT vs MT3,ENSG00000264548,"",RP13-516M14.2,0.0061,0.99
WT vs MT3,ENSG00000267149,"",CTC-550B14.6,0.26,0.16
WT vs MT3,ENSG00000259319,"",RP11-293M10.6,-0.19,0.68
WT vs MT3,ENSG00000108883,elongation factor Tu GTP binding domain containing 2,EFTUD2,0.07,0.92
WT vs MT3,ENSG00000138468,SUMO1/sentrin specific peptidase 7,SENP7,-0.82,0.18
WT vs MT3,ENSG00000157703,SVOP-like,SVOPL,-0.039,0.98
WT vs MT3,ENSG00000143374,"threonyl-tRNA synthetase 2, mitochondrial (putative)",TARS2,-0.041,0.95
WT vs MT3,ENSG00000198380,glutamine--fructose-6-phosphate transaminase 1,GFPT1,-0.13,0.81
WT vs MT3,ENSG00000077327,sperm associated antigen 6,SPAG6,-0.066,0.87
WT vs MT3,ENSG00000181418,dendrin,DDN,0.1,0.81
WT vs MT3,ENSG00000010810,"FYN oncogene related to SRC, FGR, YES",FYN,0.011,0.98
WT vs MT3,ENSG00000023697,deoxyribose-phosphate aldolase (putative),DERA,-0.19,0.59
WT vs MT3,ENSG00000180817,pyrophosphatase (inorganic) 1,PPA1,-0.069,0.72
WT vs MT3,ENSG00000036565,"solute carrier family 18 (vesicular monoamine), member 1",SLC18A1,0.038,0.93
WT vs MT3,ENSG00000103404,ubiquitin specific peptidase 31,USP31,-0.065,0.88
WT vs MT3,ENSG00000163374,YY1 associated protein 1,YY1AP1,0.12,0.93
WT vs MT3,ENSG00000101417,"peroxisomal membrane protein 4, 24kDa",PXMP4,0.25,0.47
WT vs MT3,ENSG00000115226,fibronectin type III domain containing 4,FNDC4,0.27,0.75
WT vs MT3,ENSG00000198919,DAZ interacting zinc finger protein 3,DZIP3,-0.17,0.41
WT vs MT3,ENSG00000124222,syntaxin 16,STX16,0.23,0.84
WT vs MT3,ENSG00000171428,N-acetyltransferase 1 (arylamine N-acetyltransferase),NAT1,0.16,0.4
WT vs MT3,ENSG00000168216,LMBR1 domain containing 1,LMBRD1,0.24,0.33
WT vs MT3,ENSG00000137270,glial cells missing homolog 1 (Drosophila),GCM1,0.012,0.98
WT vs MT3,ENSG00000120696,kelch repeat and BTB (POZ) domain containing 7,KBTBD7,-0.34,0.73
WT vs MT3,ENSG00000170604,interferon regulatory factor 2 binding protein 1,IRF2BP1,0.05,0.93
WT vs MT3,ENSG00000141428,chromosome 18 open reading frame 21,C18orf21,-0.52,0.11
WT vs MT3,ENSG00000013810,"transforming, acidic coiled-coil containing protein 3",TACC3,-0.012,0.98
WT vs MT3,ENSG00000106266,sorting nexin 8,SNX8,0.16,0.64
WT vs MT3,ENSG00000054690,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1",PLEKHH1,-0.14,0.59
WT vs MT3,ENSG00000212864,ring finger protein 208,RNF208,0.38,0.67
WT vs MT3,ENSG00000105967,transcription factor EC,TFEC,-0.26,0.33
WT vs MT3,ENSG00000057608,GDP dissociation inhibitor 2,GDI2,0.22,0.11
WT vs MT3,ENSG00000241978,A kinase (PRKA) anchor protein 2,AKAP2,0.96,0.06
WT vs MT3,ENSG00000213983,"adaptor-related protein complex 1, gamma 2 subunit",AP1G2,0.52,0.85
WT vs MT3,ENSG00000167220,haloacid dehalogenase-like hydrolase domain containing 2,HDHD2,-0.23,0.39
WT vs MT3,ENSG00000139835,growth hormone regulated TBC protein 1,GRTP1,0.68,0.45
WT vs MT3,ENSG00000119138,Kruppel-like factor 9,KLF9,-0.047,0.91
WT vs MT3,ENSG00000174231,pre-mRNA processing factor 8,PRPF8,-0.25,0.21
WT vs MT3,ENSG00000066135,lysine (K)-specific demethylase 4A,KDM4A,-0.22,0.73
WT vs MT3,ENSG00000107949,BRCA2 and CDKN1A interacting protein,BCCIP,0.0042,0.99
WT vs MT3,ENSG00000078124,alkaline ceramidase 3,ACER3,-0.21,0.63
WT vs MT3,ENSG00000235703,long intergenic non-protein coding RNA 894,LINC00894,-0.11,0.51
WT vs MT3,ENSG00000119862,"lectin, galactoside-binding-like",LGALSL,0.12,0.87
WT vs MT3,ENSG00000117262,G protein-coupled receptor 89A,GPR89A,0.096,0.68
WT vs MT3,ENSG00000163577,eukaryotic translation initiation factor 5A2,EIF5A2,-0.32,0.82
WT vs MT3,ENSG00000008226,deleted in lung and esophageal cancer 1,DLEC1,0.13,0.82
WT vs MT3,ENSG00000105538,Ras interacting protein 1,RASIP1,-0.26,0.88
WT vs MT3,ENSG00000149273,ribosomal protein S3,RPS3,0.061,0.93
WT vs MT3,ENSG00000151062,"calcium channel, voltage-dependent, alpha 2/delta subunit 4",CACNA2D4,-0.63,0.5
WT vs MT3,ENSG00000100852,Rho GTPase activating protein 5,ARHGAP5,0.39,0.86
WT vs MT3,ENSG00000267374,long intergenic non-protein coding RNA 669,LINC00669,0.038,0.96
WT vs MT3,ENSG00000154814,oxidoreductase NAD-binding domain containing 1,OXNAD1,0.04,0.93
WT vs MT3,ENSG00000135457,transcription factor CP2,TFCP2,0.1,0.9
WT vs MT3,ENSG00000075407,zinc finger protein 37A,ZNF37A,0.2,0.53
WT vs MT3,ENSG00000102385,dystrophin related protein 2,DRP2,-0.072,0.9
WT vs MT3,ENSG00000148090,AU RNA binding protein/enoyl-CoA hydratase,AUH,0.25,0.4
WT vs MT3,ENSG00000166263,syntaxin binding protein 4,STXBP4,-0.055,0.95
WT vs MT3,ENSG00000102996,matrix metallopeptidase 15 (membrane-inserted),MMP15,-0.18,0.36
WT vs MT3,ENSG00000170855,TP53 regulated inhibitor of apoptosis 1,TRIAP1,0.09,0.92
WT vs MT3,ENSG00000105640,ribosomal protein L18a,RPL18A,0.15,0.41
WT vs MT3,ENSG00000144895,"eukaryotic translation initiation factor 2A, 65kDa",EIF2A,0.11,0.93
WT vs MT3,ENSG00000176124,deleted in lymphocytic leukemia 1 (non-protein coding),DLEU1,-0.002,1
WT vs MT3,ENSG00000115163,centromere protein A,CENPA,0.28,0.65
WT vs MT3,ENSG00000166949,SMAD family member 3,SMAD3,-0.07,0.82
WT vs MT3,ENSG00000164713,brain protein I3,BRI3,0.23,0.82
WT vs MT3,ENSG00000130612,"cytochrome P450, family 2, subfamily G, polypeptide 1 pseudogene",CYP2G1P,0.098,0.94
WT vs MT3,ENSG00000189362,transmembrane protein 194B,TMEM194B,-0.057,0.7
WT vs MT3,ENSG00000081237,"protein tyrosine phosphatase, receptor type, C",PTPRC,-0.22,0.65
WT vs MT3,ENSG00000125454,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",SLC25A19,-0.45,0.45
WT vs MT3,ENSG00000238045,"",AC009133.14,0.41,0.78
WT vs MT3,ENSG00000186792,hyaluronoglucosaminidase 3,HYAL3,-0.037,0.99
WT vs MT3,ENSG00000113838,TBCC domain containing 1,TBCCD1,-0.18,0.7
WT vs MT3,ENSG00000265242,"",RP11-649A18.7,-0.023,0.94
WT vs MT3,ENSG00000086061,"DnaJ (Hsp40) homolog, subfamily A, member 1",DNAJA1,-0.25,0.043
WT vs MT3,ENSG00000163945,UV-stimulated scaffold protein A,UVSSA,-0.094,0.86
WT vs MT3,ENSG00000198825,inositol polyphosphate-5-phosphatase F,INPP5F,-0.011,0.98
WT vs MT3,ENSG00000078142,"phosphatidylinositol 3-kinase, catalytic subunit type 3",PIK3C3,0.15,0.5
WT vs MT3,ENSG00000132680,KIAA0907,KIAA0907,0.051,0.95
WT vs MT3,ENSG00000155760,frizzled family receptor 7,FZD7,-0.65,0.16
WT vs MT3,ENSG00000113161,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,0.14,0.73
WT vs MT3,ENSG00000065000,"adaptor-related protein complex 3, delta 1 subunit",AP3D1,0.11,0.93
WT vs MT3,ENSG00000188243,COMM domain containing 6,COMMD6,-0.019,0.97
WT vs MT3,ENSG00000153933,"diacylglycerol kinase, epsilon 64kDa",DGKE,-0.19,0.87
WT vs MT3,ENSG00000231154,MORF4L2 antisense RNA 1,MORF4L2-AS1,-0.013,0.98
WT vs MT3,ENSG00000256383,"",AC020910.2,0.087,0.94
WT vs MT3,ENSG00000115286,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)",NDUFS7,0.29,0.21
WT vs MT3,ENSG00000138722,multimerin 1,MMRN1,-0.042,0.94
WT vs MT3,ENSG00000258188,"",RP11-146E13.4,-0.0033,0.99
WT vs MT3,ENSG00000226754,"",RP5-1024G6.5,-0.48,0.31
WT vs MT3,ENSG00000115738,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",ID2,0.027,0.98
WT vs MT3,ENSG00000128563,PRKR interacting protein 1 (IL11 inducible),PRKRIP1,0.0011,1
WT vs MT3,ENSG00000160951,"prostaglandin E receptor 1 (subtype EP1), 42kDa",PTGER1,-0.064,0.9
WT vs MT3,ENSG00000136451,vascular endothelial zinc finger 1,VEZF1,-0.036,0.97
WT vs MT3,ENSG00000111640,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,0.024,0.95
WT vs MT3,ENSG00000177679,serine/arginine repetitive matrix 3,SRRM3,0.043,0.89
WT vs MT3,ENSG00000115317,HtrA serine peptidase 2,HTRA2,0.19,0.83
WT vs MT3,ENSG00000215717,transmembrane protein 167B,TMEM167B,0.42,0.84
WT vs MT3,ENSG00000102699,"poly (ADP-ribose) polymerase family, member 4",PARP4,-0.037,0.94
WT vs MT3,ENSG00000177508,iroquois homeobox 3,IRX3,-0.12,0.48
WT vs MT3,ENSG00000151304,serum response factor binding protein 1,SRFBP1,-0.046,0.93
WT vs MT3,ENSG00000126264,hematopoietic cell signal transducer,HCST,-0.033,0.95
WT vs MT3,ENSG00000168214,recombination signal binding protein for immunoglobulin kappa J region,RBPJ,0.16,0.46
WT vs MT3,ENSG00000130713,exosome component 2,EXOSC2,-0.12,0.84
WT vs MT3,ENSG00000214455,"reticulocalbin 1, EF-hand calcium binding domain pseudogene 2",RCN1P2,0.086,0.88
WT vs MT3,ENSG00000205629,leucine carboxyl methyltransferase 1,LCMT1,-0.11,0.9
WT vs MT3,ENSG00000202532,"RNA, U6 small nuclear 395, pseudogene",RNU6-395P,-0.062,0.91
WT vs MT3,ENSG00000165138,ankyrin repeat and sterile alpha motif domain containing 6,ANKS6,-0.1,0.74
WT vs MT3,ENSG00000185339,transcobalamin II,TCN2,0.17,0.84
WT vs MT3,ENSG00000103494,RPGRIP1-like,RPGRIP1L,-0.028,0.99
WT vs MT3,ENSG00000157800,"solute carrier family 37, member 3",SLC37A3,0.13,0.35
WT vs MT3,ENSG00000126062,transmembrane protein 115,TMEM115,-0.061,0.82
WT vs MT3,ENSG00000117408,importin 13,IPO13,-0.04,0.98
WT vs MT3,ENSG00000136925,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2,TSTD2,0.24,0.5
WT vs MT3,ENSG00000153015,CWC27 spliceosome-associated protein homolog (S. cerevisiae),CWC27,-0.033,0.96
WT vs MT3,ENSG00000104375,serine/threonine kinase 3,STK3,-0.17,0.085
WT vs MT3,ENSG00000204590,guanine nucleotide binding protein-like 1,GNL1,-0.18,0.15
WT vs MT3,ENSG00000166529,zinc finger and SCAN domain containing 21,ZSCAN21,0.24,0.9
WT vs MT3,ENSG00000170540,ADP-ribosylation factor-like 6 interacting protein 1,ARL6IP1,-0.32,0.52
WT vs MT3,ENSG00000184557,suppressor of cytokine signaling 3,SOCS3,-0.041,0.91
WT vs MT3,ENSG00000166848,"telomeric repeat binding factor 2, interacting protein",TERF2IP,-0.099,0.68
WT vs MT3,ENSG00000077454,leucine-rich repeats and calponin homology (CH) domain containing 4,LRCH4,0.048,0.94
WT vs MT3,ENSG00000087157,phosphatidylglycerophosphate synthase 1,PGS1,-0.033,0.95
WT vs MT3,ENSG00000107164,far upstream element (FUSE) binding protein 3,FUBP3,0.33,0.19
WT vs MT3,ENSG00000106348,IMP (inosine 5'-monophosphate) dehydrogenase 1,IMPDH1,0.013,0.99
WT vs MT3,ENSG00000269439,"",CTD-3131K8.2,-0.088,0.84
WT vs MT3,ENSG00000153130,short coiled-coil protein,SCOC,-0.04,0.96
WT vs MT3,ENSG00000079393,dual specificity phosphatase 13,DUSP13,0.21,0.9
WT vs MT3,ENSG00000079616,kinesin family member 22,KIF22,-0.067,0.87
WT vs MT3,ENSG00000118482,PHD finger protein 3,PHF3,0.077,0.85
WT vs MT3,ENSG00000111644,acrosin binding protein,ACRBP,-0.34,0.35
WT vs MT3,ENSG00000233622,"cytochrome P450, family 2, subfamily T, polypeptide 2, pseudogene",CYP2T2P,-0.37,0.64
WT vs MT3,ENSG00000164889,"solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)",SLC4A2,0.084,0.92
WT vs MT3,ENSG00000187098,microphthalmia-associated transcription factor,MITF,0.24,0.8
WT vs MT3,ENSG00000103489,xylosyltransferase I,XYLT1,0.18,0.33
WT vs MT3,ENSG00000156531,PHD finger protein 6,PHF6,0.17,0.92
